processed_url,url_length,label
http  thenextweb com,85,1.0
http  indianexpress com,104,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify1 id-app7 net,199,0.0
http  9gag tv,100,1.0
https  hollywoodlife com,99,1.0
http  searchengineland com,98,1.0
http  sprint com,108,1.0
http  plarium com,95,1.0
http  torcache net,126,1.0
http  sberbank ru,88,1.0
http  xhamster com,91,1.0
http  sfglobe com,96,1.0
http www upstartist tv,103,0.0
http  bestblackhatforum com,98,1.0
http  ringring vn,90,1.0
http  tobogo net,106,1.0
http  moviepilot com,105,1.0
http  olx pl,84,1.0
http  emgn com,99,1.0
http  correios com.br,108,1.0
http  rt com,92,1.0
http  webirodahaz hu,41,0.0
http www studioarabiya es,60,0.0
http  web de,117,1.0
http  plarium com,90,1.0
http  thenextweb com,122,1.0
http www grotown com,49,0.0
http  thenextweb com,109,1.0
http www gxyzx com,126,0.0
http  otomoto pl,100,1.0
http  tobogo net,107,1.0
http www bachelorofbusinessadministration org,62,0.0
http  jundajx com,95,0.0
http  interpark com,129,1.0
http  kenh14 vn,123,1.0
http  jalopnik com,108,1.0
http  babal net,89,1.0
http  twitter com,264,1.0
http  tobogo net,107,1.0
http www bradfello ws,71,0.0
http  kienthuc net.vn,96,1.0
http  babal net,213,1.0
http  screenrant com,97,1.0
http  wlxueyuan org,107,0.0
https  500px com,100,1.0
http  torcache net,127,1.0
http  olx ro,122,1.0
http  sfglobe com,102,1.0
https  ifttt com,116,1.0
http  udn com,191,1.0
http  hubpages com,90,1.0
http  grantland com,147,1.0
https  archive org,106,1.0
https  eksisozluk com,94,1.0
http  grantland com,89,1.0
http  syosetu com,96,1.0
http  otomoto pl,84,1.0
http  sellsmortgages com,46,0.0
http  ap org,98,1.0
http  tunein com,111,1.0
http www karukinkanatural cl,55,0.0
http  torcache net,132,1.0
http  allrecipes com,103,1.0
http  sourceforge net,88,1.0
http  babal net,213,1.0
http  censor net.ua,141,1.0
http  tunein com,85,1.0
http  pastehtml com,40,0.0
http  twitter com,336,1.0
http  olx co.id,95,1.0
http  rt com,87,1.0
http  slashdot org,98,1.0
http  nypost com,101,1.0
https  twitter com,152,1.0
https  medium com,127,1.0
http  ap org,103,1.0
http  babal net,226,1.0
http  torcache net,133,1.0
http  fishki net,89,1.0
http  variety com,232,1.0
http  jezebel com,122,1.0
http  plarium com,107,1.0
https  paytm com,86,1.0
http  arstechnica com,103,1.0
http  depositphotos com,95,1.0
https  twitter com,256,1.0
http  superuser com,93,1.0
http  distractify com,87,1.0
http  momoshop com.tw,123,1.0
http  ssa gov,115,1.0
http  kienthuc net.vn,100,1.0
http  stackoverflow com,122,1.0
http  metro co.uk,103,1.0
http  kenh14 vn,99,1.0
http  stackexchange com,88,1.0
http www divineschool co.in,50,0.0
http online.citicard.com.fpylzteqn8 dadrbt ro,63,0.0
http  rocketnews24 com,228,1.0
http  udn com,185,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify3 id8-eu co.uk,200,0.0
http  sourceforge net,88,1.0
http  kenh14 vn,111,1.0
http  twitter com,264,1.0
http  kickass to,88,1.0
http www doneusebio com,201,0.0
http ok ccweb asia,40,0.0
http  jundajx com,63,0.0
http  maybank2u com.my,117,1.0
https  wmaraci com,93,1.0
http  aljazeera net,296,1.0
http www id8-eu co.uk,143,0.0
http  censor net.ua,104,1.0
http  extratorrent cc,127,1.0
http  pastehtml com,40,0.0
http  master-web net.ua,44,0.0
http  emgn com,86,1.0
http  babal net,95,1.0
http www addirectgroup com,74,0.0
http  distractify com,87,1.0
http  ap org,117,1.0
http www secure-activate com,38,0.0
http  linuxeman com,43,0.0
http ceneval ituem com,67,0.0
http us.battle.net.login eewow asia,65,0.0
http  plarium com,83,1.0
http  hollywoodlife com,114,1.0
http  emgn com,114,1.0
http  grantland com,89,1.0
http  correios com.br,90,1.0
http  businessmomentumclub ie,76,0.0
http  apspedrocharry com,87,0.0
http  indianexpress com,103,1.0
http  motthegioi vn,119,1.0
http  xdysb com,102,0.0
http www athleticturf net,43,0.0
http  iconosquare com,107,1.0
http  tobogo net,111,1.0
http  patch com,83,1.0
http  pastehtml com,40,0.0
http  xhamster com,91,1.0
http  babal net,172,1.0
http  tunein com,95,1.0
http  zozo jp,111,1.0
http  interpark com,129,1.0
http www bhhs co.za,38,0.0
http  auto ru,189,1.0
http  kakaku com,86,1.0
http  202.78.84.34 ,42,0.0
http  olx co.id,83,1.0
http drive-google-com fanalav com,69,0.0
http www sheardhudson com,70,0.0
http  kakaku com,83,1.0
http  nesn com,90,1.0
http www qhdwk com,102,0.0
http  x0shop com,127,0.0
http  ap org,87,1.0
http  torcache net,135,1.0
http  olx co.id,113,1.0
http  teespring com,114,1.0
http  genius com,276,1.0
http rs ccweb asia,41,0.0
http auth-paypal0-0 myjino ru,86,0.0
http  tinnhanh360 net,104,1.0
http  stackoverflow com,119,1.0
http  distractify com,87,1.0
http  pastehtml com,40,0.0
http  olx co.id,97,1.0
http  olx ro,98,1.0
http  squarespace com,114,1.0
http  pornsharing com,93,1.0
http  torcache net,126,1.0
http  kickass to,114,1.0
http  mashable com,92,1.0
http  mic com,104,1.0
http  askubuntu com,98,1.0
http  hazelproduction com,66,0.0
https  eksisozluk com,89,1.0
http  shirtworks-co com,68,0.0
http  mirtesen ru,144,1.0
http us.battle.net.login.en ed-login com,62,0.0
http  babal net,159,1.0
http  rt com,83,1.0
http skvs stedu net,140,0.0
http  sprint com,86,1.0
http  metro co.uk,111,1.0
http  wikiwiki jp,104,1.0
http www tzoneva co.za,39,0.0
http  online-verifikation info,69,0.0
http  thenextweb com,123,1.0
http  mylust com,83,1.0
http  rocketnews24 com,101,1.0
http  jalopnik com,103,1.0
http  olx co.id,83,1.0
http  mic com,102,1.0
http  thenextweb com,142,1.0
http  olx in,103,1.0
http www prabhutextile com,68,0.0
http www kholood com.sa,116,0.0
http  buzzfil net,162,1.0
http  bleacherreport com,101,1.0
http  interpark com,129,1.0
http  tobogo net,105,1.0
http  extratorrent cc,111,1.0
http  fortune com,103,1.0
http  cheezburger com,91,1.0
https  twitter com,224,1.0
http  skyrock com,109,1.0
http  steamcommunity com,98,1.0
http chat-by-orkut1 blogspot co.uk,37,0.0
http  myegy to,375,1.0
http www electronicdrumpad org,49,0.0
http  nypost com,330,1.0
http  icicibank com,131,1.0
http  allegro pl,93,1.0
http  thenextweb com,83,1.0
http  megogo net,89,1.0
http  torrentdn com,123,1.0
http  emgn com,124,1.0
http  web de,88,1.0
http  thenextweb com,128,1.0
http skvs stedu net,117,0.0
http www clcatv cn,65,0.0
http  velohit net,50,0.0
http  elitedaily com,86,1.0
http  askubuntu com,88,1.0
http  mixi jp,111,1.0
http  themeforest net,100,1.0
http  slashdot org,90,1.0
http  ap org,84,1.0
http  bdnews24 com,116,1.0
http  io9 com,93,1.0
http  olx in,99,1.0
http  hollywoodlife com,123,1.0
http  atwiki jp,97,1.0
http  milah org,99,0.0
http www poledancerfishingcharters com,109,0.0
http  metro co.uk,102,1.0
https  archive org,111,1.0
https  500px com,103,1.0
http  udn com,150,1.0
http  indianexpress com,87,1.0
http  icicibank com,95,1.0
http  pastehtml com,40,0.0
http  babal net,469,1.0
http  grantland com,116,1.0
http  buzzfil net,149,1.0
http amazon.com.ap.signin createvents gr,85,0.0
http  jalopnik com,94,1.0
http  torcache net,124,1.0
http  correios com.br,94,1.0
http  torcache net,145,1.0
http  comercialaranguiz cl,46,0.0
http  tobogo net,112,1.0
http  sourceforge net,98,1.0
http  syosetu com,96,1.0
http  distractify com,87,1.0
http  allrecipes com,93,1.0
http  wellnessandhealth co.za,206,0.0
http www.promocoesvisabrasil2012 vai la,42,0.0
http  maybank2u com.my,175,1.0
http  xossip com,85,1.0
http  ap org,91,1.0
http  nymag com,92,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2 id8-eu co.uk,200,0.0
http  extratorrent cc,84,1.0
http a3daa2-74x32j1xsw kenstewardministries org,58,0.0
http  distractify com,87,1.0
http  superuser com,96,1.0
http  extratorrent cc,122,1.0
http  extratorrent cc,83,1.0
http  tunein com,107,1.0
http  torcache net,146,1.0
http  jezebel com,85,1.0
http  motthegioi vn,100,1.0
http confirmation-account-apple marijuanafigures com,88,0.0
http  techcrunch com,118,1.0
http  motthegioi vn,109,1.0
http  web de,111,1.0
http  torcache net,137,1.0
http  kiarmedical com,88,0.0
http  interpark com,129,1.0
https  medium com,92,1.0
http  torcache net,146,1.0
http  mic com,99,1.0
http  zozo jp,103,1.0
http  bdnews24 com,98,1.0
http  otomoto pl,106,1.0
http  pastehtml com,40,0.0
http  indianexpress com,112,1.0
http  qz com,119,1.0
http  ringring vn,88,1.0
http  otomoto pl,101,1.0
http  pastehtml com,40,0.0
http www riabilitazionepoint it,62,0.0
http  iconosquare com,87,1.0
http  121.28.147.232 ,112,0.0
http  olx in,104,1.0
http  elitedaily com,84,1.0
http  stackoverflow com,84,1.0
http  fazenda gov.br,129,1.0
http  emgn com,83,1.0
http  ap org,91,1.0
http  allegro pl,106,1.0
http  variety com,114,1.0
http  babal net,212,1.0
http  dropbooks tv,92,1.0
http  maybank2u com.my,165,1.0
http  marvel com,85,1.0
http  interpark com,140,1.0
http  web de,150,1.0
http  arstechnica com,114,1.0
http www skuexpress com,109,0.0
http abcnews go com,102,1.0
http www livetechs ca,42,0.0
http  motthegioi vn,85,1.0
http  searchengineland com,86,1.0
http www caereviaggi it,73,0.0
https www.mail yale edu,128,0.0
http  bdnews24 com,86,1.0
http www.paypal.com.de-cgi-bin-webscrcmd_login-run-dispatch4578u45g66d8de5q9e33364 finphotography com.au,107,0.0
http  udn com,165,1.0
http  xhamster com,100,1.0
http  cabarethochar info,50,0.0
http  bleacherreport com,118,1.0
http  nesn com,101,1.0
http  haraj com.sa,92,1.0
http  babal net,187,1.0
http  interpark com,135,1.0
http  perezhilton com,104,1.0
http  udn com,156,1.0
http  mylust com,104,1.0
http  moviepilot com,125,1.0
http  olx ro,102,1.0
http  smallseotools com,92,1.0
http  depositphotos com,84,1.0
http  techcrunch com,88,1.0
https  hollywoodlife com,91,1.0
http  kenh14 vn,104,1.0
http  stackoverflow com,88,1.0
http  xhamster com,98,1.0
http  mirtesen ru,156,1.0
http brisham2.home comcast net,43,0.0
http spreadsheets google com,82,0.0
http  olx co.id,83,1.0
http  babal net,125,1.0
http  extratorrent cc,121,1.0
http www midea-0512 com,131,0.0
http  fishki net,105,1.0
http  tune pk,99,1.0
http  motthegioi vn,129,1.0
https  archive org,97,1.0
http www naylorantiques com,82,0.0
http  olx ua,83,1.0
http  speedsoundstyle co.za,42,0.0
http  buzzfil net,152,1.0
http  momoshop com.tw,123,1.0
http  thenextweb com,103,1.0
http  sourceforge net,110,1.0
http www graficasmr com,38,0.0
http  qz com,85,1.0
http  otomoto pl,86,1.0
http  duckduckgo com,121,1.0
http  correios com.br,127,1.0
http  tobogo net,104,1.0
http  otomoto pl,92,1.0
http  motthegioi vn,103,1.0
http  tobogo net,108,1.0
https  paytm com,109,1.0
http  thechive com,83,1.0
http  comicbook com,84,1.0
http  nesn com,95,1.0
http  onlinetraffichelp101 com,118,0.0
http  katproxy com,98,1.0
http  thenextweb com,106,1.0
http hp knuddels de,73,0.0
http  motthegioi vn,106,1.0
http  sfglobe com,114,1.0
http  stsremodeling com,40,0.0
http  ap org,152,1.0
http  slashdot org,110,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2 id-app7 net,199,0.0
https  500px com,103,1.0
http  plarium com,94,1.0
http  censor net.ua,89,1.0
http  nypost com,85,1.0
http  babal net,144,1.0
http  nymag com,106,1.0
http  zozo jp,109,1.0
http  ringring vn,86,1.0
http  web de,94,1.0
http  icicibank com,114,1.0
https  ahrefs com,122,1.0
http  otomoto pl,86,1.0
https  paytm com,93,1.0
http  mic com,96,1.0
http  mylust com,93,1.0
http us.battle.net.login.en ppweb asia,122,0.0
http www vipingaurphotography com,176,0.0
http  depositphotos com,102,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6 id8-eu net,198,0.0
http  buzzfil net,117,1.0
http  pastehtml com,40,0.0
http  torcache net,130,1.0
https  twitter com,223,1.0
http  thenextweb com,140,1.0
http  babal net,230,1.0
http  diply com,86,1.0
http  cheezburger com,111,1.0
http www id8-eu net,141,0.0
http us.battle.net.ok ggweb asia,124,0.0
http  indianexpress com,142,1.0
http  caixa gov.br,92,1.0
http  torcache net,158,1.0
http www eu-id3 com,141,0.0
http  telegraf com.ua,100,1.0
http  nypost com,91,1.0
http  dropbooks tv,101,1.0
http  twitter com,334,1.0
http www fireextinguisher ph,81,0.0
http www.honeycutegirlx iamspace com,90,0.0
http  nypost com,100,1.0
http  techcrunch com,91,1.0
http  sfglobe com,119,1.0
http distrimarsanitarios soydg com,92,0.0
http  pastehtml com,40,0.0
http  mediaset it,85,1.0
http  pchome com.tw,113,1.0
http  maybank2u com.my,141,1.0
http  persianblog ir,91,1.0
http  dantri com.vn,91,1.0
http espn go com,130,1.0
http  1337x to,91,1.0
http  serverfault com,93,1.0
http  bdnews24 com,86,1.0
http  olx ro,84,1.0
http  interpark com,129,1.0
http  correios com.br,125,1.0
http  techcrunch com,109,1.0
https  twitter com,173,1.0
http  taboola com,118,1.0
http  ink361 com,87,1.0
http  pikabu ru,85,1.0
http  khabaronline ir,86,1.0
http  twitter com,328,1.0
http  nguyentandung org,89,1.0
http  ringring vn,91,1.0
http  maybank2u com.my,164,1.0
http  techcrunch com,87,1.0
http  techcrunch com,107,1.0
http  techcrunch com,108,1.0
http  kienthuc net.vn,94,1.0
http  bdnews24 com,91,1.0
http  mic com,87,1.0
http  olx co.id,107,1.0
http  nesn com,89,1.0
http www musictopia es,58,0.0
http  allegro pl,119,1.0
https  twitter com,161,1.0
http  buzzfil net,134,1.0
http  extratorrent cc,83,1.0
http www.antipatrea byethost18 com,50,0.0
http  tobogo net,112,1.0
http  distractify com,87,1.0
http  trucks-forsale co.za,68,0.0
http  nguyentandung org,84,1.0
http  tobogo net,111,1.0
http  olx pl,84,1.0
http  akhbarelyom com,86,1.0
http www pirazzoliwines com,103,0.0
http www doneusebio com,206,0.0
http  themeforest net,92,1.0
http  tobogo net,111,1.0
http  nesn com,95,1.0
http  sourceforge net,124,1.0
http  cookpad com,84,1.0
http  distractify com,87,1.0
http www puresupplements info,48,0.0
http  babal net,361,1.0
http  comicbook com,89,1.0
http leechmon.home comcast net,43,0.0
http www eversfield-morgan co.uk,144,0.0
http  correios com.br,98,1.0
http  interpark com,140,1.0
http  buzzfil net,169,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify4 srv-woa1 co.uk,202,0.0
http  interpark com,129,1.0
http  nesn com,93,1.0
http  teespring com,122,1.0
http www naylorantiques com,40,0.0
http  ap org,85,1.0
http  mic com,94,1.0
http www dgeca com,59,0.0
http  pastehtml com,40,0.0
http  kenh14 vn,99,1.0
http www id-app7 net,142,0.0
http www shepyacosmetico com.br,43,0.0
http  tobogo net,104,1.0
http  bdnews24 com,87,1.0
http  prezi com,141,1.0
http  jezebel com,93,1.0
http  superuser com,87,1.0
http www.alarmserwis o12 pl,44,0.0
http kickass1 16mb com,44,0.0
http noticias uol com.br,86,1.0
http  nesn com,90,1.0
http  indianexpress com,84,1.0
http  kenh14 vn,100,1.0
http www impartialmediation co.uk,104,0.0
http espn go com,112,1.0
http www iwc-group tn,54,0.0
http  tinnhanh360 net,95,1.0
http  askubuntu com,86,1.0
http  pastehtml com,40,0.0
http  bradtsics org,94,0.0
http  hollywoodlife com,104,1.0
http www isterisempit com,47,0.0
http  pastehtml com,40,0.0
http  distractify com,87,1.0
http  web de,95,1.0
http www explosaodepremios net,52,0.0
http  ap org,110,1.0
http  dantri com.vn,92,1.0
http  metro co.uk,103,1.0
http  pastehtml com,40,0.0
http  tinnhanh360 net,88,1.0
http  babal net,345,1.0
http online.citicard.com.q0wbmxqy0m agencja-em pl,81,0.0
http  olx co.id,107,1.0
https  myspace com,90,1.0
http  vnexpress net,102,1.0
http  babal net,319,1.0
http  kenh14 vn,95,1.0
http  tinnhanh360 net,86,1.0
http  motthegioi vn,86,1.0
http  squarespace com,115,1.0
http service.confirm.paypal.cmd.cgi aficion fr,85,0.0
http  slickdeals net,85,1.0
http  allegro pl,115,1.0
http  plarium com,90,1.0
http applelogin.itunes.com.sign-in.51254hebmdw5925470005hcr siraks si,83,0.0
http  searchengineland com,105,1.0
http www naylorantiques com,62,0.0
http  thenextweb com,121,1.0
http  nguyentandung org,93,1.0
http  hubpages com,88,1.0
http  olx in,104,1.0
http www id-app7 co.uk,144,0.0
https  myspace com,117,1.0
http  nguyentandung org,101,1.0
http  pastehtml com,40,0.0
http www naylorantiques com,62,0.0
http www naylorantiques com,38,0.0
http couchtuner eu com,93,1.0
http a3daa2-ulj4prnqlm kenstewardministries org,58,0.0
http  motthegioi vn,87,1.0
http  kenh14 vn,89,1.0
http  serverfault com,83,1.0
http  interpark com,180,1.0
http  distractify com,87,1.0
http www bunnzoo com,57,0.0
http  sourceforge net,180,1.0
http  babal net,374,1.0
http  maybank2u com.my,171,1.0
http  twitter com,271,1.0
http  mic com,91,1.0
http www actualcontrol es,50,0.0
http  olx co.id,113,1.0
http  distractify com,87,1.0
http  metro co.uk,102,1.0
https  500px com,83,1.0
http www lmmyb com,71,0.0
http  perezhilton com,102,1.0
http  torcache net,173,1.0
http  mirtesen ru,171,1.0
http  ap org,86,1.0
https  quizlet com,88,1.0
http  babal net,149,1.0
http  xvideo-jp com,107,1.0
http  sourceforge net,155,1.0
http 1-configurazione-supporto-apple.store-contatta bimabn com,109,0.0
http  livetv sx,85,1.0
http registrodeatualizacaoanual2015 16mb com,57,0.0
http  indianexpress com,129,1.0
http  aljazeera net,326,1.0
http www cqpszx com,88,0.0
http www.fiquericonohabbobr blogspot com,43,0.0
http  cheezburger com,120,1.0
http  torcache net,143,1.0
http  akhbarelyom com,120,1.0
http  tanadet com,74,0.0
http  myegy to,341,1.0
http  indianexpress com,117,1.0
http  torcache net,153,1.0
http  serverfault com,109,1.0
http  techcrunch com,109,1.0
http  otomoto pl,86,1.0
http  torcache net,136,1.0
http  thenextweb com,125,1.0
http  pastehtml com,40,0.0
http  aljazeera net,87,1.0
http  diply com,94,1.0
http  comicbook com,85,1.0
http  mylust com,91,1.0
http  depositphotos com,185,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9 srv-woa1 com,200,0.0
http  tunein com,104,1.0
http  torcache net,155,1.0
http  distractify com,87,1.0
http  hdfcbank com,91,1.0
http  pantip com,118,1.0
http  digg com,92,1.0
http  otomoto pl,86,1.0
http  depositphotos com,95,1.0
http  sourceforge net,198,1.0
http  allegro pl,118,1.0
http  searchengineland com,107,1.0
http  distractify com,87,1.0
http www jaimebermudez com.mx,53,0.0
http  torrentdn com,103,1.0
http  yourlust com,100,1.0
http online.citicard.com.us9hehnv1d agencja-em pl,81,0.0
http  rt com,90,1.0
http  techcrunch com,113,1.0
http  motthegioi vn,87,1.0
http noticias uol com.br,142,1.0
http www adiaripapereria com,42,0.0
https  eksisozluk com,117,1.0
https  myspace com,90,1.0
http  skyrock com,90,1.0
http  elitedaily com,105,1.0
http  sfglobe com,84,1.0
http  techcrunch com,108,1.0
http  codecanyon net,102,1.0
http  themeforest net,100,1.0
http www fencemeinrichmond com,51,0.0
http  gawker com,83,1.0
http  kenh14 vn,101,1.0
http www weldmetal pl,72,0.0
http  olx co.id,109,1.0
http  motthegioi vn,104,1.0
http  ecnavi jp,88,1.0
http www eu-id3 net,141,0.0
http www survsoft com,61,0.0
http  syosetu com,96,1.0
http  codecanyon net,93,1.0
http  otomoto pl,86,1.0
http  olx ro,102,1.0
http  akhbarelyom com,89,1.0
http  codecanyon net,86,1.0
http  stackoverflow com,114,1.0
http  web de,103,1.0
https  twitter com,136,1.0
https  archive org,126,1.0
http  xossip com,85,1.0
http  allegro pl,93,1.0
http  kenh14 vn,107,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6 srv-woa1 co.uk,202,0.0
http www cmu1h com,121,0.0
https  www gov.uk,84,1.0
http  olx ro,83,1.0
http  jalopnik com,105,1.0
http  xhamster com,97,1.0
http  pastehtml com,40,0.0
http  torcache net,137,1.0
https  privatbank ua,94,1.0
http  twitter com,282,1.0
http espn go com,117,1.0
http  yourlust com,89,1.0
http  momoshop com.tw,138,1.0
http  cobern-gaming nl,46,0.0
http  mylust com,85,1.0
http  taesx com,116,0.0
http  torcache net,137,1.0
http  interpark com,129,1.0
http  kotaku com,159,1.0
http  nesn com,86,1.0
http  xhamster com,91,1.0
http  jezebel com,107,1.0
http  pastehtml com,40,0.0
http  ecnavi jp,113,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify44 ids-conf4 co.uk,204,0.0
http  babal net,86,1.0
http  seesaawiki jp,97,1.0
http  aeroclub ua,41,0.0
http habbocommandecredit yolasite com,40,0.0
http  rt com,86,1.0
http  seekingalpha com,106,1.0
http  xhamster com,98,1.0
http  otomoto pl,110,1.0
http  web de,169,1.0
http  stackoverflow com,85,1.0
http  codecanyon net,100,1.0
https  twitter com,224,1.0
http www patricioafonso pt,78,0.0
http  mylust com,92,1.0
http  auto ru,189,1.0
http  udn com,156,1.0
http  torrentdn com,123,1.0
http www riberasolutions com,71,0.0
http  clien net,86,1.0
http  katproxy com,113,1.0
http  nypost com,99,1.0
https  medium com,96,1.0
https  paytm com,91,1.0
http  momoshop com.tw,123,1.0
http  skyrock com,99,1.0
http  genius com,138,1.0
http  mylust com,101,1.0
http www xmadwater com.cn,114,0.0
http  telegraf com.ua,115,1.0
http  nguyentandung org,87,1.0
http  onedio com,101,1.0
http  atwiki jp,113,1.0
http  torcache net,135,1.0
http  kenh14 vn,98,1.0
http  khabaronline ir,87,1.0
http www viverelagheula net,254,0.0
http  diply com,96,1.0
http  themeforest net,99,1.0
http  nesn com,95,1.0
https  instagram com,251,1.0
http  plarium com,86,1.0
http  tunein com,87,1.0
http  indianexpress com,87,1.0
http  seekingalpha com,87,1.0
http  torcache net,132,1.0
http  deadspin com,114,1.0
http  censor net.ua,128,1.0
http  dropbooks tv,119,1.0
http  rocketnews24 com,119,1.0
http www jxgaez com,113,0.0
http  olx co.id,91,1.0
http  correios com.br,100,1.0
http  techcrunch com,123,1.0
http lottomatica-news zodiakactive com,87,0.0
http  arstechnica com,127,1.0
http  stackexchange com,83,1.0
http  caixa gov.br,98,1.0
http  vanphongphamdouyen com.vn,81,0.0
http  io9 com,87,1.0
http  otomoto pl,109,1.0
http  censor net.ua,127,1.0
http  techcrunch com,99,1.0
http  interpark com,135,1.0
http participe explosaodepremios net,48,0.0
http  emgn com,83,1.0
http  icicibank com,157,1.0
http  tinnhanh360 net,95,1.0
http  wikimapia org,213,1.0
http  1337x to,92,1.0
http  wpengine com,85,1.0
http  distractify com,87,1.0
http ok gggo asia,39,0.0
http  censor net.ua,125,1.0
http  tinnhanh360 net,128,1.0
http  mic com,96,1.0
http  extratorrent cc,95,1.0
http paypal.com.info.e44.fdw.hhey5.gre4h.agtyjt.asgeqf.brtjt.acwgrjt6.sgehrj.shery4e.gjy6k6.sgey34.berhrtkjt.afweh.sey54ui.sgeh bondessert com,162,0.0
http  codecanyon net,106,1.0
http  searchengineland com,104,1.0
http  variety com,93,1.0
http drive-google-com fanalav com,69,0.0
http  irecommend ru,91,1.0
http  techcrunch com,130,1.0
http  pornsharing com,90,1.0
http www jaquelinerosa com,86,0.0
http  censor net.ua,140,1.0
http  sourceforge net,144,1.0
http  kienthuc net.vn,97,1.0
http  atwiki jp,175,1.0
http updater0 myjino ru,59,0.0
http  twitter com,345,1.0
http  themeforest net,91,1.0
http  skyrock com,93,1.0
http  mylust com,106,1.0
http  arstechnica com,114,1.0
http  extratorrent cc,98,1.0
http  olx pl,116,1.0
http  babal net,126,1.0
http  censor net.ua,112,1.0
http couchtuner eu com,85,1.0
http  pastehtml com,40,0.0
http online.citicard.com.bmb4ysyft5 dadrbt ro,63,0.0
http  olx ua,168,1.0
http www ihr-einkauf com,116,0.0
http www antiraengineering com,98,0.0
http  thenextweb com,136,1.0
http  information-box com,136,0.0
http  torcache net,133,1.0
http  web tv,90,1.0
https  privatbank ua,89,1.0
http  distractify com,87,1.0
http www refinethemind com,63,0.0
http abc go com,119,1.0
https  medium com,97,1.0
http  codecanyon net,92,1.0
http  comicbook com,97,1.0
http  superuser com,95,1.0
http  codecanyon net,92,1.0
http  haberler com,89,1.0
http espn go com,115,1.0
http  nypost com,100,1.0
http www soulofdance lv,81,0.0
http  telegraf com.ua,98,1.0
http  getpocket com,97,1.0
http  nesn com,96,1.0
http  io9 com,125,1.0
http  fortune com,84,1.0
http  twitter com,207,1.0
http  udn com,148,1.0
http  babal net,129,1.0
http  olx co.id,120,1.0
http  mashable com,91,1.0
http  thenextweb com,110,1.0
http  web de,88,1.0
http  otomoto pl,103,1.0
http  creditmaster eu,49,0.0
http  extratorrent cc,86,1.0
http  uproxx com,118,1.0
http  mylust com,88,1.0
http  depositphotos com,86,1.0
http www com-turning com,78,0.0
https  myspace com,98,1.0
http  torcache net,136,1.0
http  bongda88 info,103,1.0
http  spankbang com,87,1.0
http  oneplus net,84,1.0
http online.citi.com.3qf2k0ckn2o4an2mjfrduvskrwvgn4 gateway5 com,84,0.0
http  x0shop com,81,0.0
http  udn com,121,1.0
http fb.com.accounts.login.userid.378904 fb12m com,63,0.0
http hiroba.dqx.jp.su qqibhd com,61,0.0
http  olx ua,92,1.0
http  kakaku com,88,1.0
http  bigcinema tv,123,1.0
http  sourceforge net,105,1.0
http  techcrunch com,94,1.0
http  olx co.id,91,1.0
http www cnesobservatoire-lespacenjeu fr,101,0.0
http espn go com,112,1.0
http  simply-gospel com,74,0.0
http  tobogo net,108,1.0
http  depositphotos com,150,1.0
http www naylorantiques com,50,0.0
http  udn com,157,1.0
http  cheezburger com,96,1.0
http paypal.com.us.login.cgi-bin.dispatch.confirmed.webscr.account64x28423x224j5m56403o2djvreppv28423x224i5j54x22h5d2r8 thayamkulangarakuries com,209,0.0
http  twitter com,264,1.0
http  extratorrent cc,122,1.0
http  codecanyon net,99,1.0
http  auto ru,189,1.0
http www sssfiressafers com,44,0.0
http  zozo jp,106,1.0
http  babal net,160,1.0
http  torrentdn com,92,1.0
http  thenextweb com,147,1.0
https docs google com,87,0.0
http  torrentdn com,91,1.0
http  torcache net,130,1.0
http  motthegioi vn,122,1.0
http  babal net,135,1.0
http  tunein com,108,1.0
http  nesn com,95,1.0
http  xvideo-jp com,84,1.0
http  akhbarelyom com,110,1.0
http  correios com.br,91,1.0
http  olx co.id,105,1.0
http  torcache net,138,1.0
http  mic com,114,1.0
http update-information004 albayan ly,40,0.0
http noticias uol com.br,118,1.0
http  pastehtml com,40,0.0
http  deadspin com,83,1.0
http  pastehtml com,40,0.0
http  techcrunch com,85,1.0
http  bestblackhatforum com,108,1.0
http  thenextweb com,135,1.0
http  censor net.ua,127,1.0
http  ringring vn,101,1.0
http www bjzjg com,103,0.0
http  askubuntu com,88,1.0
http www pirazzoliwines com,80,0.0
http www.habbocreditos4 t83 net,63,0.0
http  torcache net,136,1.0
http  udn com,142,1.0
http  cookpad com,194,1.0
http  thenextweb com,102,1.0
http www naylorantiques com,49,0.0
http  olx pl,94,1.0
http  tobogo net,107,1.0
http  torcache net,146,1.0
http  maybank2u com.my,186,1.0
http  thenextweb com,116,1.0
http  codecanyon net,135,1.0
http  udn com,174,1.0
http  77.243.236.230 ,47,0.0
https  ecnavi jp,155,1.0
http update-information003 albayan ly,40,0.0
http www kingsportclub com,127,0.0
http  motthegioi vn,89,1.0
